schedule_period_name,schedule_period_start_date,schedule_period_end_date,stop_number,route_number,route_name,day_type,time_period,average_boardings,average_alightings,location
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,5.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,10.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,31.6,2.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,43.7,0.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,12.0,11.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,2.3,2.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,5.8,7.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,5.3,4.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,9.1,11.6,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,22.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,7.1,9.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,9.8,10.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,86.5,1.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,42.4,1.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,23.4,17.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,19.0,4.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,2,Downtown Spirit,Weekday,Mid-Day,11.5,1.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,10.8,12.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,50.6,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,40,All Seasons Express,Weekday,Mid-Day,0.3,2.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,32.0,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,4.9,11.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,4.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,4.6,9.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,4.6,1.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,38.2,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,2.2,0.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,8.6,14.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,15.5,3.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,0.8,14.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,2.0,27.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,7.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,15.6,76.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,26.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,3.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,8.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,16.0,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,19.0,4.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,5.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,0.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,31.9,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.0,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,32.0,0.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,6.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,1.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,46.5,0.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,5.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,3.2,76.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,2.3,3.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,2,Downtown Spirit,Sunday,Afternoon,1.0,3.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,3.0,59.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,11.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,0.3,4.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,3.6,3.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,9.4,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,10.6,13.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,30.6,30.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,3.2,6.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,8.2,7.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,11.1,19.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,15.1,32.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,67.3,11.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,4.6,68.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,84.9,1.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,3.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,14.4,0.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,6.0,17.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,17.2,73.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,50.2,11.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,20.8,73.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,9.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,4.4,6.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,2.4,1.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,20.0,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,13.5,3.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.8,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,3.9,2.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,3.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,36.5,22.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,41.0,1.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,40,All Seasons Express,Weekday,Mid-Day,12.7,8.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,6.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,3.7,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,24.2,10.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,111.1,0.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,3.5,5.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,5.2,0.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,0.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,5.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,7.5,2.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,1.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,3.3,3.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,2,Downtown Spirit,Saturday,Afternoon,3.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,24.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,39.6,6.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,2,Downtown Spirit,Weekday,Mid-Day,8.4,7.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,4.0,13.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,12.0,16.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,7.0,5.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,11.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Morning,20.9,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,35.2,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,32.5,0.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,14.6,19.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,4.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,16.3,18.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,2.2,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,9.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,2.3,3.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,6.0,11.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,2.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,3.9,2.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,10.2,23.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,0.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,13.6,6.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,4.9,5.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,1.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,4.0,2.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,6.8,7.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,12.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,16.2,3.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,4.6,8.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,40.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,1.3,1.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,16.7,28.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,40,All Seasons Express,Weekday,Mid-Day,0.0,5.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,9.0,39.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,2,Downtown Spirit,Weekday,Mid-Day,2.5,6.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,2.5,1.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,1.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,7.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,2.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,0.3,7.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,0.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,10.5,16.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,4.7,5.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,20.4,10.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,41.0,6.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,41.3,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,0.9,2.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,2.8,5.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,0.2,2.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,11.8,1.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,0.8,2.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,4.8,0.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,1.2,0.0,POINT (-97.1388667306942 49.8961855953002)
