schedule_period_name,schedule_period_start_date,schedule_period_end_date,stop_number,route_number,route_name,day_type,time_period,average_boardings,average_alightings,location
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,25.7,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,33.2,10.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,8.4,2.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,32.6,0.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,7.0,1.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,30.7,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Morning,19.7,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,S432,St.John's High School,Weekday,PM Peak,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,6.6,12.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,6.9,8.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,8.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,22.3,26.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,14.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,64.0,0.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,45.9,36.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,14.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,1.1,1.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,6.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,1.9,1.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,2.4,2.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,6.8,1.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,1.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,19.5,2.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,61.7,0.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,4.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,30.8,0.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,22.7,19.6,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,3.0,1.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,2,Downtown Spirit,Weekday,PM Peak,0.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,5.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,43.8,13.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,87.5,1.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,4.5,7.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,49.8,60.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,36.0,0.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,3.0,3.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,2.9,0.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,32.6,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,2.3,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,11.2,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,31.3,0.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,26.4,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,19.7,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,6.0,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,1.4,1.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,14.8,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,87.0,0.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,30.1,48.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,40,All Seasons Express,Weekday,Mid-Day,0.6,4.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,33.9,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,30.6,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,5.6,5.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,8.3,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,5.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,7.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,28.2,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,21.0,0.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Morning,9.8,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,9.0,2.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,0.4,14.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,1.7,1.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,0.6,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,22.0,12.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,7.5,3.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,41.5,13.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,5.0,4.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,1.4,0.9,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,5.3,3.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,5.0,5.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,40,All Seasons Express,Weekday,Mid-Day,0.4,4.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,8.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,0.6,1.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,34.7,15.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,14.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,10.8,17.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,9.3,8.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,0.7,14.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,13.3,4.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,9.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,15.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,5.4,2.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,25.4,6.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,11.6,31.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,2,Downtown Spirit,Saturday,Afternoon,4.5,1.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,14.7,15.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,6.5,2.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,1.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,23.2,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,19.9,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,1.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,5.5,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,5.2,1.4,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,2.8,5.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,28.1,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,36.3,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,9.3,18.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,40,All Seasons Express,Weekday,Mid-Day,0.0,4.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,96.5,0.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,6.5,3.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,0.8,2.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,2,Downtown Spirit,Weekday,Mid-Day,11.3,9.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,98.8,0.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,31.0,6.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,1.8,0.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,27.4,4.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,2.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,13.2,2.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,0.6,11.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,28.8,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,3.0,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,20.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,32.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,20.5,19.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,16.9,42.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,2,Downtown Spirit,Saturday,Afternoon,0.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,27.3,23.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,4.5,10.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,9.2,2.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,1.8,2.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,7.5,8.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,3.4,6.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,17.7,6.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,8.7,20.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,11.3,9.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,12.3,3.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,3.8,2.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,15.1,34.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,2.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,1.7,58.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,42.5,53.4,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.3,1.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Morning,5.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,1.3,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,15.5,8.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,5.5,9.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,9.6,17.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,0.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,36.5,14.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,63.5,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,38.3,23.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,35.7,6.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,2.0,3.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,2.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,0.7,1.5,POINT (-97.1388667306942 49.8961855953002)
